"Adolescent fertility rate (births per 1,000 women ages 15-19)",Cereal yield (kg per hectare),Urban population (% of total),GDP per capita (current US$),"Merchandise exports by the reporting economy, residual (% of total merchandise exports)",Permanent cropland (% of land area),"Merchandise imports by the reporting economy, residual (% of total merchandise imports)",Population density (people per sq. km of land area),Agricultural land (% of land area),Arable land (hectares per person),CO2 emissions from solid fuel consumption (kt),Arable land (% of land area),Merchandise trade (% of GDP),"Life expectancy at birth, total (years)",Year,CountryName,MeanLifeExpetancyOverall,MeanLifeExpetancyForYear,AboveAverageLifeExpectancyOverall,AboveAverageLifeExpectancyByYear
23.4744,1627.511,59.099,784.954348432918,16.844833171363803,6.57098525989139,10.5859684914428,66.0234988363072,69.7517455391777,0.352626171959134,4939.449000000001,23.2816136539953,17.867465721256398,69.4294390243902,1964,Greece,64.19356275253435,55.93721762963236,True,True
149.0822,912.459,33.681999999999995,282.361091851368,2.06185567010309,4.12467338559164,4.6650124069478895,42.9343598357596,25.0279955207167,0.23908646366342198,0.0,10.2650242627846,28.2249271206933,47.88663414634149,1964,Guatemala,64.19356275253435,55.93721762963236,False,False
122.3586,2010.556,29.169,306.35616593769697,7.58693361433088,0.0508362564180774,6.05022831050228,3.23205734329724,6.9086472472167095,0.5505066233811171,0.0,1.77926897463271,93.6208231571409,61.0122926829268,1964,Guyana,64.19356275253435,55.93721762963236,False,True
43.4584883949532,2302.7485147235,64.9737088353186,1573.1314209065604,9.29867147276103,0.6992208289026409,7.498565823063131,17.3911324964504,38.429144774765604,0.510237383419979,3460407.58101009,10.6973351354933,17.3565776743454,69.0430171628143,1964,High income,64.19356275253435,55.93721762963236,True,True
158.739,1129.158,25.094,200.195902861619,1.3612565445026201,1.6712842970774902,7.12890625,20.4018589686299,26.812047546697602,0.5751799134733161,0.0,11.7347394762713,42.9321663019694,48.927975609756096,1964,Honduras,64.19356275253435,55.93721762963236,False,False
105.2848,993.638,18.595,117.84282556275299,15.9720990719395,1.4751832207158,10.5294802901056,164.029246028676,59.435152142984506,0.32342669140100705,117167.984,53.05143633605661,7.96980642630803,43.698414634146296,1964,India,64.19356275253435,55.93721762963236,False,False
146.3072,747.827,49.093,288.128739477044,18.2164997615641,0.262935272195167,33.2092330603127,18.570546676726803,20.2688798957405,0.584816921523725,3.667,10.860369938496001,46.5337038096784,52.7368292682927,1964,Iraq,64.19356275253435,55.93721762963236,False,False
12.7992,2929.188,48.091,965.135422676745,7.31981981981982,0.0435476847147627,5.86958768213289,41.610538539701,82.24706053128179,0.532347246690272,7887.717,22.1512556249093,55.0363289423605,70.3945853658537,1964,Ireland,64.19356275253435,55.93721762963236,True,True
22.5294,2243.032,61.35,1222.5445404629,11.6445196783749,9.43864540478052,8.03084603477849,175.700758219714,69.57260888783111,0.243791285400099,27803.194,42.834313692156,20.919529499937198,70.3117073170732,1964,Italy,64.19356275253435,55.93721762963236,True,True
207.3344,1227.349,36.74,517.6205418184201,2.52873563218391,10.1569713758079,3.90486332978346,160.181255771006,49.21514312096029,0.0956903046698598,3.667,15.3277931671283,56.3017521347209,66.18785365853661,1964,Jamaica,64.19356275253435,55.93721762963236,True,True
3.8014,4318.429,66.972,835.657252484116,7.753745333102291,1.36351240796291,3.97107602494361,266.77392964276004,19.1709844559585,0.0565289391368348,160339.575,15.0804472320698,17.8724618765573,70.1324390243903,1964,Japan,64.19356275253435,55.93721762963236,True,True
182.6758,1199.557,8.318,108.558932752822,17.896174863387998,0.729170327160277,18.72941176470589,16.1650173946656,44.3036862634853,0.380428249167025,91.675,6.14962926520715,46.93022475124129,48.8610975609756,1964,Kenya,64.19356275253435,55.93721762963236,False,False
25.5506,3248.784,31.372,120.00127009645901,2.57731958762887,0.8293593199253578,5.12630014858841,290.111496993572,22.7140783744557,0.0747208554269371,18349.668,21.677379224548996,15.544346289858101,56.0216341463415,1964,"Korea, Rep.",64.19356275253435,55.93721762963236,False,True
109.103741931513,1257.10778927649,48.3138316963282,318.63127618648105,7.60143201038381,0.8080539700084929,4.8306957630379,12.8821040229222,25.372443231467802,0.323561477674476,19455.315649089,4.1681526132130005,18.1271665595455,56.4570873694358,1964,Latin America & Caribbean (developing only),64.19356275253435,55.93721762963236,False,True
188.7798,1076.789,4.8,49.13432322882321,6.64819944598338,0.636402206194315,10.4368932038835,42.0388629613916,36.0627916843445,0.37846064412992403,165.015,15.9100551548579,47.1202251901956,38.625780487804896,1964,Malawi,64.19356275253435,55.93721762963236,False,False
137.7518,376.089,9.357,157.611204722198,3.26797385620915,0.0067915009217037,6.74846625766871,0.935040263898322,38.3457844183565,0.276006333619024,0.0,0.25807703502474,40.8170874895131,46.06234146341461,1964,Mauritania,64.19356275253435,55.93721762963236,False,False
116.91,1302.006,54.1,463.896331375075,14.6718512898331,0.704750636590447,1.47325933400605,22.255853802824106,50.4380256693845,0.44332196821917697,4239.052,9.866508912266259,12.6887040514297,59.0555853658537,1964,Mexico,64.19356275253435,55.93721762963236,False,True
151.1988,864.072,31.353,201.055073092136,8.62389586238958,0.9185822467177492,7.035175879396991,31.079419276784506,54.017116996012,0.48298773038154297,993.757,15.0109781780705,31.939840435644,50.142,1964,Morocco,64.19356275253435,55.93721762963236,False,False
20.4902,4395.781,60.57,1541.94736519029,18.8633447761712,1.18483412322275,21.0371444411276,359.2156398104271,67.1800947867299,0.0772648411164398,38158.802,27.754739336492896,80.79417290367209,73.7041463414634,1964,Netherlands,64.19356275253435,55.93721762963236,True,True
